UrunGrubu, Marka, UretimYil, Bolge, CalismaSuresi, SikayetGrup, ToplamMaliyet
10, 1, 2018, 1, 0, 2, 630
10, 1, 2018, 1, 0, 3, 750
10, 1, 2018, 1, 0, 4, 1456
10, 1, 2018, 1, 1, 1, 0
10, 1, 2018, 1, 1, 2, 49762
10, 1, 2018, 1, 1, 3, 15008
10, 1, 2018, 1, 1, 4, 77188
10, 1, 2018, 1, 1, 5, 5061
10, 1, 2018, 1, 1, 6, 2465
10, 1, 2018, 1, 1, 7, 7879
10, 1, 2018, 1, 1, 8, 7826
10, 1, 2018, 1, 2, 2, 28906
10, 1, 2018, 1, 2, 3, 9690
10, 1, 2018, 1, 2, 4, 6220
10, 1, 2018, 1, 2, 5, 4506
10, 1, 2018, 1, 2, 6, 3011
10, 1, 2018, 1, 2, 7, 4566
10, 1, 2018, 1, 2, 8, 4586
10, 1, 2018, 1, 3, 2, 31846
10, 1, 2018, 1, 3, 3, 23232
10, 1, 2018, 1, 3, 4, 974
10, 1, 2018, 1, 3, 5, 3035
10, 1, 2018, 1, 3, 6, 4533
10, 1, 2018, 1, 3, 7, 1910
10, 1, 2018, 1, 3, 8, 3014
10, 1, 2018, 1, 4, 2, 50918
10, 1, 2018, 1, 4, 3, 15052
10, 1, 2018, 1, 4, 4, 714
10, 1, 2018, 1, 4, 5, 1292
10, 1, 2018, 1, 4, 6, 2282
10, 1, 2018, 1, 4, 7, 1905
10, 1, 2018, 1, 4, 8, 6051
10, 1, 2018, 1, 5, 2, 48496
10, 1, 2018, 1, 5, 3, 18912
10, 1, 2018, 1, 5, 4, 609
10, 1, 2018, 1, 5, 5, 761
10, 1, 2018, 1, 5, 6, 636
10, 1, 2018, 1, 5, 7, 2106
10, 1, 2018, 1, 5, 8, 3550
10, 1, 2018, 1, 6, 1, 1487
10, 1, 2018, 1, 6, 2, 43078
10, 1, 2018, 1, 6, 3, 22640
10, 1, 2018, 1, 6, 4, 3446
10, 1, 2018, 1, 6, 5, 2206
10, 1, 2018, 1, 6, 6, 4550
10, 1, 2018, 1, 6, 7, 3886
10, 1, 2018, 1, 6, 8, 757
10, 1, 2018, 1, 7, 2, 47308
10, 1, 2018, 1, 7, 3, 41159
10, 1, 2018, 1, 7, 5, 2757
10, 1, 2018, 1, 7, 6, 5059
10, 1, 2018, 1, 7, 7, 4223
10, 1, 2018, 1, 7, 8, 5652
10, 1, 2018, 1, 8, 2, 43110
10, 1, 2018, 1, 8, 3, 27736
10, 1, 2018, 1, 8, 4, 652
10, 1, 2018, 1, 8, 5, 8199
10, 1, 2018, 1, 8, 6, 1974
10, 1, 2018, 1, 8, 7, 1396
10, 1, 2018, 1, 8, 8, 3755
10, 1, 2018, 1, 9, 1, 2082
10, 1, 2018, 1, 9, 2, 38267
10, 1, 2018, 1, 9, 3, 13253
10, 1, 2018, 1, 9, 4, 594
10, 1, 2018, 1, 9, 6, 692
10, 1, 2018, 1, 9, 7, 2103
10, 1, 2018, 1, 9, 8, 8682
10, 1, 2018, 1, 10, 2, 47867
10, 1, 2018, 1, 10, 3, 20326
10, 1, 2018, 1, 10, 4, 1828
10, 1, 2018, 1, 10, 5, 4914
10, 1, 2018, 1, 10, 6, 7697
10, 1, 2018, 1, 10, 7, 2492
10, 1, 2018, 1, 10, 8, 4758
10, 1, 2018, 1, 11, 1, 502
10, 1, 2018, 1, 11, 2, 58584
10, 1, 2018, 1, 11, 3, 28374
10, 1, 2018, 1, 11, 4, 1737
10, 1, 2018, 1, 11, 5, 2473
10, 1, 2018, 1, 11, 6, 9947
10, 1, 2018, 1, 11, 7, 9112
10, 1, 2018, 1, 11, 8, 705
10, 1, 2018, 1, 12, 1, 507
10, 1, 2018, 1, 12, 2, 34985
10, 1, 2018, 1, 12, 3, 33094
10, 1, 2018, 1, 12, 4, 1028
10, 1, 2018, 1, 12, 5, 2592
10, 1, 2018, 1, 12, 6, 1422
10, 1, 2018, 1, 12, 7, 3549
10, 1, 2018, 1, 12, 8, 1635
10, 1, 2018, 1, 13, 2, 54973
10, 1, 2018, 1, 13, 3, 29028
10, 1, 2018, 1, 13, 4, 674
10, 1, 2018, 1, 13, 5, 5584
10, 1, 2018, 1, 13, 6, 3232
10, 1, 2018, 1, 13, 7, 4229
10, 1, 2018, 1, 13, 8, 1558
10, 1, 2018, 1, 14, 2, 45920
10, 1, 2018, 1, 14, 3, 21484
10, 1, 2018, 1, 14, 4, 498
10, 1, 2018, 1, 14, 6, 1978
10, 1, 2018, 1, 14, 7, 7925
10, 1, 2018, 1, 14, 8, 2008
10, 1, 2018, 1, 15, 1, 3910
10, 1, 2018, 1, 15, 2, 57319
10, 1, 2018, 1, 15, 3, 24905
10, 1, 2018, 1, 15, 4, 1148
10, 1, 2018, 1, 15, 5, 2986
10, 1, 2018, 1, 15, 6, 1496
10, 1, 2018, 1, 15, 7, 5817
10, 1, 2018, 1, 15, 8, 6582
10, 1, 2018, 1, 16, 2, 48050
10, 1, 2018, 1, 16, 3, 32907
10, 1, 2018, 1, 16, 4, 617
10, 1, 2018, 1, 16, 5, 1301
10, 1, 2018, 1, 16, 6, 6475
10, 1, 2018, 1, 16, 7, 2273
10, 1, 2018, 1, 16, 8, 4961
10, 1, 2018, 1, 17, 2, 49761
10, 1, 2018, 1, 17, 3, 20329
10, 1, 2018, 1, 17, 4, 3875
10, 1, 2018, 1, 17, 5, 7003
10, 1, 2018, 1, 17, 6, 3369
10, 1, 2018, 1, 17, 7, 2158
10, 1, 2018, 1, 17, 8, 1317
10, 1, 2018, 1, 18, 2, 59419
10, 1, 2018, 1, 18, 3, 56207
10, 1, 2018, 1, 18, 5, 578
10, 1, 2018, 1, 18, 6, 7067
10, 1, 2018, 1, 18, 7, 2884
10, 1, 2018, 1, 18, 8, 4164
10, 1, 2018, 1, 19, 1, 2601
10, 1, 2018, 1, 19, 2, 52264
10, 1, 2018, 1, 19, 3, 26553
10, 1, 2018, 1, 19, 4, 653
10, 1, 2018, 1, 19, 5, 790
10, 1, 2018, 1, 19, 6, 578
10, 1, 2018, 1, 19, 7, 689
10, 1, 2018, 1, 19, 8, 5074
10, 1, 2018, 1, 20, 1, 497
10, 1, 2018, 1, 20, 2, 54150
10, 1, 2018, 1, 20, 3, 32916
10, 1, 2018, 1, 20, 5, 2593
10, 1, 2018, 1, 20, 6, 3911
10, 1, 2018, 1, 20, 7, 2380
10, 1, 2018, 1, 20, 8, 2315
10, 1, 2018, 1, 21, 1, 2175
10, 1, 2018, 1, 21, 2, 79589
10, 1, 2018, 1, 21, 3, 18547
10, 1, 2018, 1, 21, 4, 0
10, 1, 2018, 1, 21, 5, 4360
10, 1, 2018, 1, 21, 6, 578
10, 1, 2018, 1, 21, 7, 6640
10, 1, 2018, 1, 21, 8, 5243
10, 1, 2018, 1, 22, 2, 51343
10, 1, 2018, 1, 22, 3, 35975
10, 1, 2018, 1, 22, 4, 1228
10, 1, 2018, 1, 22, 5, 2600
10, 1, 2018, 1, 22, 6, 9348
10, 1, 2018, 1, 22, 7, 5843
10, 1, 2018, 1, 22, 8, 7014
10, 1, 2018, 1, 23, 1, 571
10, 1, 2018, 1, 23, 2, 54603
10, 1, 2018, 1, 23, 3, 13663
10, 1, 2018, 1, 23, 5, 772
10, 1, 2018, 1, 23, 6, 2729
10, 1, 2018, 1, 23, 7, 2154
10, 1, 2018, 1, 23, 8, 3082
10, 1, 2018, 1, 24, 1, 1857
10, 1, 2018, 1, 24, 2, 53503
10, 1, 2018, 1, 24, 3, 23980
10, 1, 2018, 1, 24, 4, 1788
10, 1, 2018, 1, 24, 5, 6227
10, 1, 2018, 1, 24, 6, 3562
10, 1, 2018, 1, 24, 7, 1015
10, 1, 2018, 1, 24, 8, 1870
10, 1, 2018, 1, 25, 1, 0
10, 1, 2018, 1, 25, 2, 51499
10, 1, 2018, 1, 25, 3, 26253
10, 1, 2018, 1, 25, 5, 635
10, 1, 2018, 1, 25, 6, 6782
10, 1, 2018, 1, 25, 7, 4518
10, 1, 2018, 1, 25, 8, 3581
10, 1, 2018, 1, 26, 2, 39144
10, 1, 2018, 1, 26, 3, 11984
10, 1, 2018, 1, 26, 5, 2644
10, 1, 2018, 1, 26, 6, 2220
10, 1, 2018, 1, 26, 7, 0
10, 1, 2018, 1, 26, 8, 635
10, 1, 2018, 1, 27, 2, 24119
10, 1, 2018, 1, 27, 3, 20387
10, 1, 2018, 1, 27, 4, 0
10, 1, 2018, 1, 27, 5, 2598
10, 1, 2018, 1, 27, 6, 1219
10, 1, 2018, 1, 27, 7, 3885
10, 1, 2018, 1, 27, 8, 2828
10, 1, 2018, 1, 28, 2, 21098
10, 1, 2018, 1, 28, 3, 23782
10, 1, 2018, 1, 28, 4, 0
10, 1, 2018, 1, 28, 5, 596
10, 1, 2018, 1, 28, 6, 823
10, 1, 2018, 1, 28, 7, 4321
10, 1, 2018, 1, 28, 8, 2587
10, 1, 2018, 1, 29, 2, 37400
10, 1, 2018, 1, 29, 3, 14918
10, 1, 2018, 1, 29, 4, 0
10, 1, 2018, 1, 29, 5, 0
10, 1, 2018, 1, 29, 6, 0
10, 1, 2018, 1, 29, 7, 1299
10, 1, 2018, 1, 29, 8, 3998
10, 1, 2018, 1, 30, 1, 0
10, 1, 2018, 1, 30, 2, 21955
10, 1, 2018, 1, 30, 3, 8184
10, 1, 2018, 1, 30, 5, 212
10, 1, 2018, 1, 30, 6, 1340
10, 1, 2018, 1, 30, 7, 896
10, 1, 2018, 1, 30, 8, 1823
10, 1, 2018, 1, 31, 1, 0
10, 1, 2018, 1, 31, 2, 11667
10, 1, 2018, 1, 31, 3, 11846
10, 1, 2018, 1, 31, 5, 0
10, 1, 2018, 1, 31, 6, 0
10, 1, 2018, 1, 31, 8, 816
10, 1, 2018, 1, 32, 2, 10520
10, 1, 2018, 1, 32, 3, 7663
10, 1, 2018, 1, 32, 5, 1185
10, 1, 2018, 1, 32, 6, 0
10, 1, 2018, 1, 32, 7, 1421
10, 1, 2018, 1, 32, 8, 2322
10, 1, 2018, 1, 33, 1, 0
10, 1, 2018, 1, 33, 2, 12636
10, 1, 2018, 1, 33, 3, 10329
10, 1, 2018, 1, 33, 4, 0
10, 1, 2018, 1, 33, 5, 709
10, 1, 2018, 1, 33, 6, 0
10, 1, 2018, 1, 33, 7, 1368
10, 1, 2018, 1, 33, 8, 287
10, 1, 2018, 1, 34, 1, 0
10, 1, 2018, 1, 34, 2, 12326
10, 1, 2018, 1, 34, 3, 3259
10, 1, 2018, 1, 34, 4, 0
10, 1, 2018, 1, 34, 5, 1215
10, 1, 2018, 1, 34, 6, 557
10, 1, 2018, 1, 34, 7, 1106
10, 1, 2018, 1, 34, 8, 1727
10, 1, 2018, 1, 35, 2, 12934
10, 1, 2018, 1, 35, 3, 3623
10, 1, 2018, 1, 35, 4, 3656
10, 1, 2018, 1, 35, 5, 682
10, 1, 2018, 1, 35, 6, 0
10, 1, 2018, 1, 35, 7, 650
10, 1, 2018, 1, 35, 8, 0
10, 1, 2018, 1, 36, 2, 7106
10, 1, 2018, 1, 36, 3, 4598
10, 1, 2018, 1, 36, 4, 1047
10, 1, 2018, 1, 36, 5, 0
10, 1, 2018, 1, 36, 6, 287
10, 1, 2018, 1, 36, 7, 2633
10, 1, 2018, 1, 36, 8, 287
10, 1, 2018, 1, 37, 1, 470
10, 1, 2018, 1, 37, 2, 10654
10, 1, 2018, 1, 37, 3, 4059
10, 1, 2018, 1, 37, 4, 0
10, 1, 2018, 1, 37, 5, 484
10, 1, 2018, 1, 37, 6, 666
10, 1, 2018, 1, 37, 7, 281
10, 1, 2018, 1, 37, 8, 1399
10, 1, 2018, 1, 38, 2, 12999
10, 1, 2018, 1, 38, 3, 1221
10, 1, 2018, 1, 38, 5, 639
10, 1, 2018, 1, 38, 7, 721
10, 1, 2018, 1, 39, 2, 7578
10, 1, 2018, 1, 39, 3, 759
10, 1, 2018, 1, 39, 5, 1104
10, 1, 2018, 1, 39, 7, 232
10, 1, 2018, 1, 39, 8, 0
10, 1, 2018, 1, 40, 2, 8245
10, 1, 2018, 1, 40, 3, 7845
10, 1, 2018, 1, 40, 4, 315
10, 1, 2018, 1, 40, 5, 235
10, 1, 2018, 1, 40, 6, 100
10, 1, 2018, 1, 40, 7, 1324
10, 1, 2018, 1, 40, 8, 0
10, 1, 2018, 1, 41, 2, 7127
10, 1, 2018, 1, 41, 3, 3896
10, 1, 2018, 1, 41, 4, 0
10, 1, 2018, 1, 41, 5, 0
10, 1, 2018, 1, 41, 7, 239
10, 1, 2018, 1, 41, 8, 0
10, 1, 2018, 1, 42, 2, 5639
10, 1, 2018, 1, 42, 3, 4608
10, 1, 2018, 1, 42, 4, 1341
10, 1, 2018, 1, 42, 5, 235
10, 1, 2018, 1, 42, 7, 3107
10, 1, 2018, 1, 42, 8, 1047
10, 1, 2018, 1, 43, 2, 5645
10, 1, 2018, 1, 43, 3, 8601
10, 1, 2018, 1, 43, 6, 323
10, 1, 2018, 1, 43, 7, 232
10, 1, 2018, 1, 43, 8, 587
10, 1, 2018, 1, 44, 2, 4619
10, 1, 2018, 1, 44, 3, 2921
10, 1, 2018, 1, 44, 4, 910
10, 1, 2018, 1, 44, 7, 454
10, 1, 2018, 1, 44, 8, 0
10, 1, 2018, 1, 45, 2, 8098
10, 1, 2018, 1, 45, 3, 7308
10, 1, 2018, 1, 45, 5, 283
10, 1, 2018, 1, 45, 6, 1181
10, 1, 2018, 1, 45, 7, 2614
10, 1, 2018, 1, 46, 2, 13573
10, 1, 2018, 1, 46, 3, 4624
10, 1, 2018, 1, 46, 5, 281
10, 1, 2018, 1, 46, 6, 378
10, 1, 2018, 1, 46, 8, 281
10, 1, 2018, 1, 47, 2, 4957
10, 1, 2018, 1, 47, 3, 3920
10, 1, 2018, 1, 47, 4, 205
10, 1, 2018, 1, 47, 7, 324
10, 1, 2018, 1, 47, 8, 261
10, 1, 2018, 1, 48, 2, 6542
10, 1, 2018, 1, 48, 3, 5323
10, 1, 2018, 1, 48, 4, 1558
10, 1, 2018, 1, 48, 6, 319
10, 1, 2018, 1, 48, 7, 1036
10, 1, 2018, 1, 48, 8, 268
10, 1, 2018, 1, 49, 2, 3720
10, 1, 2018, 1, 49, 3, 2394
10, 1, 2018, 1, 50, 1, 837
10, 1, 2018, 1, 50, 2, 2773
10, 1, 2018, 1, 50, 3, 2007
10, 1, 2018, 1, 50, 5, 302
10, 1, 2018, 1, 50, 6, 283
10, 1, 2018, 1, 50, 7, 800
10, 1, 2018, 1, 51, 2, 191
10, 1, 2018, 1, 51, 3, 1811
10, 1, 2018, 1, 51, 5, 211
10, 1, 2018, 1, 52, 2, 931
10, 1, 2018, 1, 52, 3, 2259
10, 1, 2018, 1, 53, 2, 2831
10, 1, 2018, 1, 53, 3, 1343
10, 1, 2018, 1, 53, 8, 302
10, 1, 2018, 1, 54, 3, 1490
10, 1, 2018, 1, 55, 2, 302
10, 1, 2018, 1, 55, 8, 319
10, 1, 2018, 2, 0, 2, 531
10, 1, 2018, 2, 0, 4, 693
10, 1, 2018, 2, 1, 2, 31553
10, 1, 2018, 2, 1, 3, 3461
10, 1, 2018, 2, 1, 4, 30428
10, 1, 2018, 2, 1, 6, 653
10, 1, 2018, 2, 1, 7, 3481
10, 1, 2018, 2, 1, 8, 9535
10, 1, 2018, 2, 2, 2, 29343
10, 1, 2018, 2, 2, 3, 4426
10, 1, 2018, 2, 2, 4, 5103
10, 1, 2018, 2, 2, 6, 1596
10, 1, 2018, 2, 2, 7, 2367
10, 1, 2018, 2, 2, 8, 3367
10, 1, 2018, 2, 3, 2, 31661
10, 1, 2018, 2, 3, 3, 4869
10, 1, 2018, 2, 3, 4, 1505
10, 1, 2018, 2, 3, 6, 1379
10, 1, 2018, 2, 3, 7, 1476
10, 1, 2018, 2, 3, 8, 2250
10, 1, 2018, 2, 4, 1, 729
10, 1, 2018, 2, 4, 2, 29457
10, 1, 2018, 2, 4, 3, 5613
10, 1, 2018, 2, 4, 6, 1529
10, 1, 2018, 2, 4, 7, 4802
10, 1, 2018, 2, 4, 8, 5147
10, 1, 2018, 2, 5, 2, 42685
10, 1, 2018, 2, 5, 3, 2927
10, 1, 2018, 2, 5, 4, 701
10, 1, 2018, 2, 5, 8, 1458
10, 1, 2018, 2, 6, 2, 26071
10, 1, 2018, 2, 6, 3, 17825
10, 1, 2018, 2, 6, 6, 5272
10, 1, 2018, 2, 6, 7, 2281
10, 1, 2018, 2, 6, 8, 630
10, 1, 2018, 2, 7, 2, 40901
10, 1, 2018, 2, 7, 3, 13891
10, 1, 2018, 2, 7, 7, 1349
10, 1, 2018, 2, 7, 8, 2616
10, 1, 2018, 2, 8, 2, 27766
10, 1, 2018, 2, 8, 3, 11355
10, 1, 2018, 2, 8, 5, 689
10, 1, 2018, 2, 8, 6, 1466
10, 1, 2018, 2, 8, 7, 2410
10, 1, 2018, 2, 8, 8, 2022
10, 1, 2018, 2, 9, 2, 36111
10, 1, 2018, 2, 9, 3, 16536
10, 1, 2018, 2, 9, 8, 1864
10, 1, 2018, 2, 10, 2, 28393
10, 1, 2018, 2, 10, 3, 9279
10, 1, 2018, 2, 10, 6, 556
10, 1, 2018, 2, 10, 7, 1609
10, 1, 2018, 2, 10, 8, 1888
10, 1, 2018, 2, 11, 2, 32997
10, 1, 2018, 2, 11, 3, 19474
10, 1, 2018, 2, 11, 4, 627
10, 1, 2018, 2, 11, 6, 1021
10, 1, 2018, 2, 11, 7, 3779
10, 1, 2018, 2, 11, 8, 4171
10, 1, 2018, 2, 12, 2, 43514
10, 1, 2018, 2, 12, 3, 19039
10, 1, 2018, 2, 12, 6, 2608
10, 1, 2018, 2, 12, 7, 284
10, 1, 2018, 2, 12, 8, 2904
10, 1, 2018, 2, 13, 1, 0
10, 1, 2018, 2, 13, 2, 50811
10, 1, 2018, 2, 13, 3, 6605
10, 1, 2018, 2, 13, 5, 1497
10, 1, 2018, 2, 13, 6, 923
10, 1, 2018, 2, 13, 7, 2089
10, 1, 2018, 2, 13, 8, 2881
10, 1, 2018, 2, 14, 2, 41725
10, 1, 2018, 2, 14, 3, 6219
10, 1, 2018, 2, 14, 4, 510
10, 1, 2018, 2, 14, 6, 2397
10, 1, 2018, 2, 14, 7, 644
10, 1, 2018, 2, 14, 8, 5975
10, 1, 2018, 2, 15, 2, 32019
10, 1, 2018, 2, 15, 3, 8352
10, 1, 2018, 2, 15, 5, 0
10, 1, 2018, 2, 15, 6, 545
10, 1, 2018, 2, 15, 7, 2266
10, 1, 2018, 2, 15, 8, 1160
10, 1, 2018, 2, 16, 2, 31917
10, 1, 2018, 2, 16, 3, 12333
10, 1, 2018, 2, 16, 4, 477
10, 1, 2018, 2, 16, 6, 491
10, 1, 2018, 2, 16, 7, 1829
10, 1, 2018, 2, 16, 8, 7234
10, 1, 2018, 2, 17, 2, 44631
10, 1, 2018, 2, 17, 3, 6111
10, 1, 2018, 2, 17, 6, 560
10, 1, 2018, 2, 17, 7, 575
10, 1, 2018, 2, 17, 8, 2410
10, 1, 2018, 2, 18, 2, 28700
10, 1, 2018, 2, 18, 3, 10758
10, 1, 2018, 2, 18, 6, 0
10, 1, 2018, 2, 18, 8, 2893
10, 1, 2018, 2, 19, 2, 39361
10, 1, 2018, 2, 19, 3, 11222
10, 1, 2018, 2, 19, 6, 1229
10, 1, 2018, 2, 19, 7, 1591
10, 1, 2018, 2, 19, 8, 3115
10, 1, 2018, 2, 20, 2, 32701
10, 1, 2018, 2, 20, 3, 16181
10, 1, 2018, 2, 20, 6, 2339
10, 1, 2018, 2, 20, 7, 522
10, 1, 2018, 2, 20, 8, 2322
10, 1, 2018, 2, 21, 1, 0
10, 1, 2018, 2, 21, 2, 35377
10, 1, 2018, 2, 21, 3, 18791
10, 1, 2018, 2, 21, 4, 0
10, 1, 2018, 2, 21, 5, 578
10, 1, 2018, 2, 21, 7, 1121
10, 1, 2018, 2, 21, 8, 3862
10, 1, 2018, 2, 22, 2, 37221
10, 1, 2018, 2, 22, 3, 5938
10, 1, 2018, 2, 22, 5, 0
10, 1, 2018, 2, 22, 6, 1090
10, 1, 2018, 2, 22, 7, 5271
10, 1, 2018, 2, 22, 8, 2941
10, 1, 2018, 2, 23, 2, 25274
10, 1, 2018, 2, 23, 3, 11489
10, 1, 2018, 2, 23, 7, 232
10, 1, 2018, 2, 24, 2, 34559
10, 1, 2018, 2, 24, 3, 14448
10, 1, 2018, 2, 24, 6, 0
10, 1, 2018, 2, 24, 7, 722
10, 1, 2018, 2, 24, 8, 3995
10, 1, 2018, 2, 25, 2, 25110
10, 1, 2018, 2, 25, 3, 9686
10, 1, 2018, 2, 25, 4, 205
10, 1, 2018, 2, 25, 5, 578
10, 1, 2018, 2, 25, 6, 1242
10, 1, 2018, 2, 25, 7, 0
10, 1, 2018, 2, 25, 8, 1289
10, 1, 2018, 2, 26, 2, 18634
10, 1, 2018, 2, 26, 3, 11103
10, 1, 2018, 2, 26, 7, 1741
10, 1, 2018, 2, 26, 8, 1910
10, 1, 2018, 2, 27, 2, 18683
10, 1, 2018, 2, 27, 3, 8724
10, 1, 2018, 2, 27, 7, 0
10, 1, 2018, 2, 27, 8, 542
10, 1, 2018, 2, 28, 2, 23785
10, 1, 2018, 2, 28, 3, 7757
10, 1, 2018, 2, 28, 6, 808
10, 1, 2018, 2, 28, 7, 2500
10, 1, 2018, 2, 28, 8, 261
10, 1, 2018, 2, 29, 2, 17967
10, 1, 2018, 2, 29, 3, 4814
10, 1, 2018, 2, 29, 4, 0
10, 1, 2018, 2, 29, 6, 268
10, 1, 2018, 2, 29, 7, 0
10, 1, 2018, 2, 29, 8, 531
10, 1, 2018, 2, 30, 2, 22613
10, 1, 2018, 2, 30, 3, 5728
10, 1, 2018, 2, 30, 7, 0
10, 1, 2018, 2, 30, 8, 0
10, 1, 2018, 2, 31, 2, 10204
10, 1, 2018, 2, 31, 3, 2807
10, 1, 2018, 2, 31, 6, 768
10, 1, 2018, 2, 31, 7, 1717
10, 1, 2018, 2, 31, 8, 880
10, 1, 2018, 2, 32, 2, 10517
10, 1, 2018, 2, 32, 3, 4000
10, 1, 2018, 2, 32, 6, 0
10, 1, 2018, 2, 32, 7, 818
10, 1, 2018, 2, 32, 8, 531
10, 1, 2018, 2, 33, 2, 6297
10, 1, 2018, 2, 33, 3, 2784
10, 1, 2018, 2, 33, 6, 0
10, 1, 2018, 2, 33, 7, 1581
10, 1, 2018, 2, 33, 8, 0
10, 1, 2018, 2, 34, 2, 9445
10, 1, 2018, 2, 34, 3, 3538
10, 1, 2018, 2, 34, 6, 0
10, 1, 2018, 2, 34, 7, 0
10, 1, 2018, 2, 34, 8, 797
10, 1, 2018, 2, 35, 2, 7096
10, 1, 2018, 2, 35, 3, 5141
10, 1, 2018, 2, 35, 7, 2438
10, 1, 2018, 2, 35, 8, 1655
10, 1, 2018, 2, 36, 2, 10929
10, 1, 2018, 2, 36, 3, 12889
10, 1, 2018, 2, 36, 5, 0
10, 1, 2018, 2, 36, 6, 0
10, 1, 2018, 2, 36, 7, 266
10, 1, 2018, 2, 36, 8, 0
10, 1, 2018, 2, 37, 2, 9413
10, 1, 2018, 2, 37, 3, 3299
10, 1, 2018, 2, 37, 5, 268
10, 1, 2018, 2, 37, 6, 0
10, 1, 2018, 2, 37, 7, 0
10, 1, 2018, 2, 37, 8, 0
10, 1, 2018, 2, 38, 2, 5137
10, 1, 2018, 2, 38, 3, 1182
10, 1, 2018, 2, 38, 7, 0
10, 1, 2018, 2, 38, 8, 301
10, 1, 2018, 2, 39, 2, 4963
10, 1, 2018, 2, 39, 3, 1955
10, 1, 2018, 2, 39, 7, 205
10, 1, 2018, 2, 39, 8, 0
10, 1, 2018, 2, 40, 2, 2904
10, 1, 2018, 2, 40, 3, 3509
10, 1, 2018, 2, 40, 7, 0
10, 1, 2018, 2, 41, 2, 6678
10, 1, 2018, 2, 41, 3, 3371
10, 1, 2018, 2, 41, 6, 0
10, 1, 2018, 2, 41, 8, 723
10, 1, 2018, 2, 42, 2, 2325
10, 1, 2018, 2, 42, 3, 2850
10, 1, 2018, 2, 42, 7, 232
10, 1, 2018, 2, 42, 8, 268
10, 1, 2018, 2, 43, 2, 2854
10, 1, 2018, 2, 43, 3, 1843
10, 1, 2018, 2, 43, 7, 506
10, 1, 2018, 2, 44, 2, 3637
10, 1, 2018, 2, 44, 3, 0
10, 1, 2018, 2, 45, 2, 3765
10, 1, 2018, 2, 45, 3, 2061
10, 1, 2018, 2, 45, 4, 0
10, 1, 2018, 2, 45, 7, 232
10, 1, 2018, 2, 45, 8, 0
10, 1, 2018, 2, 46, 2, 1512
10, 1, 2018, 2, 46, 3, 2677
10, 1, 2018, 2, 46, 6, 223
10, 1, 2018, 2, 47, 2, 2813
10, 1, 2018, 2, 47, 3, 1609
10, 1, 2018, 2, 48, 2, 2275
10, 1, 2018, 2, 48, 7, 279
10, 1, 2018, 2, 49, 2, 2512
10, 1, 2018, 2, 49, 3, 880
10, 1, 2018, 2, 49, 8, 261
10, 1, 2018, 2, 50, 2, 2485
10, 1, 2018, 2, 50, 8, 268
10, 1, 2018, 2, 51, 2, 1369
10, 1, 2018, 2, 52, 2, 806
10, 1, 2018, 2, 52, 3, 2077
10, 1, 2018, 2, 53, 3, 1163
10, 1, 2018, 3, 0, 3, 1301
10, 1, 2018, 3, 0, 4, 1270
10, 1, 2018, 3, 0, 5, 689
10, 1, 2018, 3, 0, 8, 914
10, 1, 2018, 3, 1, 1, 871
10, 1, 2018, 3, 1, 2, 60039
10, 1, 2018, 3, 1, 3, 22437
10, 1, 2018, 3, 1, 4, 101542
10, 1, 2018, 3, 1, 5, 2206
10, 1, 2018, 3, 1, 6, 3443
10, 1, 2018, 3, 1, 7, 9929
10, 1, 2018, 3, 1, 8, 8475
10, 1, 2018, 3, 2, 1, 1580
10, 1, 2018, 3, 2, 2, 64093
10, 1, 2018, 3, 2, 3, 11020
10, 1, 2018, 3, 2, 4, 3461
10, 1, 2018, 3, 2, 5, 4439
10, 1, 2018, 3, 2, 6, 4356
10, 1, 2018, 3, 2, 7, 6807
10, 1, 2018, 3, 2, 8, 768
10, 1, 2018, 3, 3, 2, 70488
10, 1, 2018, 3, 3, 3, 19411
10, 1, 2018, 3, 3, 4, 616
10, 1, 2018, 3, 3, 5, 4677
10, 1, 2018, 3, 3, 6, 6190
10, 1, 2018, 3, 3, 7, 5347
10, 1, 2018, 3, 3, 8, 10809
10, 1, 2018, 3, 4, 1, 1206
10, 1, 2018, 3, 4, 2, 57226
10, 1, 2018, 3, 4, 3, 12158
10, 1, 2018, 3, 4, 4, 3448
10, 1, 2018, 3, 4, 5, 1479
10, 1, 2018, 3, 4, 6, 1472
10, 1, 2018, 3, 4, 7, 3337
10, 1, 2018, 3, 4, 8, 3034
10, 1, 2018, 3, 5, 2, 69343
10, 1, 2018, 3, 5, 3, 44559
10, 1, 2018, 3, 5, 4, 593
10, 1, 2018, 3, 5, 5, 1199
10, 1, 2018, 3, 5, 6, 2205
10, 1, 2018, 3, 5, 7, 4417
10, 1, 2018, 3, 5, 8, 10716
10, 1, 2018, 3, 6, 1, 666
10, 1, 2018, 3, 6, 2, 77654
10, 1, 2018, 3, 6, 3, 36963
10, 1, 2018, 3, 6, 4, 1469
10, 1, 2018, 3, 6, 5, 1545
10, 1, 2018, 3, 6, 6, 4030
10, 1, 2018, 3, 6, 7, 6544
10, 1, 2018, 3, 6, 8, 4318
10, 1, 2018, 3, 7, 2, 55166
10, 1, 2018, 3, 7, 3, 24473
10, 1, 2018, 3, 7, 4, 2472
10, 1, 2018, 3, 7, 5, 3411
10, 1, 2018, 3, 7, 6, 2770
10, 1, 2018, 3, 7, 7, 1237
10, 1, 2018, 3, 7, 8, 4679
