UrunGrubu, Marka, UretimYil, Bolge, CalismaSuresi, SikayetGrup, ToplamMaliyet
10, 1, 2020, 2, 16, 2, 12251
10, 1, 2020, 2, 16, 3, 9448
10, 1, 2020, 2, 16, 6, 506
10, 1, 2020, 2, 16, 7, 279
10, 1, 2020, 2, 16, 8, 762
10, 1, 2020, 2, 17, 2, 23681
10, 1, 2020, 2, 17, 3, 7780
10, 1, 2020, 2, 17, 4, 214
10, 1, 2020, 2, 17, 6, 837
10, 1, 2020, 2, 17, 7, 1218
10, 1, 2020, 2, 17, 8, 2328
10, 1, 2020, 2, 18, 2, 12754
10, 1, 2020, 2, 18, 3, 13486
10, 1, 2020, 2, 18, 6, 282
10, 1, 2020, 2, 18, 7, 650
10, 1, 2020, 2, 18, 8, 994
10, 1, 2020, 2, 19, 2, 26355
10, 1, 2020, 2, 19, 3, 11054
10, 1, 2020, 2, 19, 5, 241
10, 1, 2020, 2, 19, 6, 276
10, 1, 2020, 2, 19, 7, 667
10, 1, 2020, 2, 19, 8, 4062
10, 1, 2020, 2, 20, 2, 17046
10, 1, 2020, 2, 20, 3, 11320
10, 1, 2020, 2, 20, 6, 205
10, 1, 2020, 2, 20, 8, 1604
10, 1, 2020, 2, 21, 2, 16257
10, 1, 2020, 2, 21, 3, 11948
10, 1, 2020, 2, 21, 6, 1427
10, 1, 2020, 2, 21, 7, 3011
10, 1, 2020, 2, 22, 2, 8501
10, 1, 2020, 2, 22, 3, 4310
10, 1, 2020, 2, 22, 6, 261
10, 1, 2020, 2, 22, 7, 306
10, 1, 2020, 2, 22, 8, 850
10, 1, 2020, 2, 23, 2, 13165
10, 1, 2020, 2, 23, 3, 3861
10, 1, 2020, 2, 23, 7, 1061
10, 1, 2020, 2, 23, 8, 2252
10, 1, 2020, 2, 24, 2, 6354
10, 1, 2020, 2, 24, 3, 8244
10, 1, 2020, 2, 24, 6, 256
10, 1, 2020, 2, 24, 7, 285
10, 1, 2020, 2, 24, 8, 984
10, 1, 2020, 2, 25, 2, 5834
10, 1, 2020, 2, 25, 3, 6344
10, 1, 2020, 2, 25, 8, 301
10, 1, 2020, 2, 26, 2, 2686
10, 1, 2020, 2, 26, 3, 4085
10, 1, 2020, 2, 26, 4, 241
10, 1, 2020, 2, 26, 7, 774
10, 1, 2020, 2, 27, 2, 3091
10, 1, 2020, 2, 27, 3, 284
10, 1, 2020, 2, 27, 7, 239
10, 1, 2020, 2, 27, 8, 734
10, 1, 2020, 2, 28, 2, 566
10, 1, 2020, 2, 28, 3, 837
10, 1, 2020, 2, 29, 2, 2050
10, 1, 2020, 2, 29, 3, 3606
10, 1, 2020, 2, 29, 7, 881
10, 1, 2020, 2, 30, 2, 881
10, 1, 2020, 2, 30, 5, 825
10, 1, 2020, 3, 0, 2, 420
10, 1, 2020, 3, 0, 4, 184
10, 1, 2020, 3, 1, 1, 1388
10, 1, 2020, 3, 1, 2, 44793
10, 1, 2020, 3, 1, 3, 10221
10, 1, 2020, 3, 1, 4, 98682
10, 1, 2020, 3, 1, 5, 5021
10, 1, 2020, 3, 1, 6, 4533
10, 1, 2020, 3, 1, 7, 9921
10, 1, 2020, 3, 1, 8, 2808
10, 1, 2020, 3, 2, 2, 37125
10, 1, 2020, 3, 2, 3, 4500
10, 1, 2020, 3, 2, 4, 3308
10, 1, 2020, 3, 2, 5, 1473
10, 1, 2020, 3, 2, 6, 3986
10, 1, 2020, 3, 2, 7, 4263
10, 1, 2020, 3, 2, 8, 7051
10, 1, 2020, 3, 3, 1, 490
10, 1, 2020, 3, 3, 2, 40572
10, 1, 2020, 3, 3, 3, 17442
10, 1, 2020, 3, 3, 4, 1300
10, 1, 2020, 3, 3, 5, 1307
10, 1, 2020, 3, 3, 6, 7783
10, 1, 2020, 3, 3, 7, 2830
10, 1, 2020, 3, 3, 8, 2335
10, 1, 2020, 3, 4, 1, 877
10, 1, 2020, 3, 4, 2, 59888
10, 1, 2020, 3, 4, 3, 14568
10, 1, 2020, 3, 4, 4, 1165
10, 1, 2020, 3, 4, 5, 6835
10, 1, 2020, 3, 4, 6, 4025
10, 1, 2020, 3, 4, 7, 1653
10, 1, 2020, 3, 4, 8, 2895
10, 1, 2020, 3, 5, 1, 167
10, 1, 2020, 3, 5, 2, 42269
10, 1, 2020, 3, 5, 3, 4543
10, 1, 2020, 3, 5, 4, 715
10, 1, 2020, 3, 5, 5, 1265
10, 1, 2020, 3, 5, 6, 3069
10, 1, 2020, 3, 5, 7, 2861
10, 1, 2020, 3, 5, 8, 3289
10, 1, 2020, 3, 6, 2, 53996
10, 1, 2020, 3, 6, 3, 23108
10, 1, 2020, 3, 6, 5, 239
10, 1, 2020, 3, 6, 6, 5259
10, 1, 2020, 3, 6, 7, 3835
10, 1, 2020, 3, 6, 8, 1980
10, 1, 2020, 3, 7, 1, 1283
10, 1, 2020, 3, 7, 2, 56697
10, 1, 2020, 3, 7, 3, 13329
10, 1, 2020, 3, 7, 5, 2851
10, 1, 2020, 3, 7, 6, 5478
10, 1, 2020, 3, 7, 7, 4931
10, 1, 2020, 3, 7, 8, 2130
10, 1, 2020, 3, 8, 2, 56274
10, 1, 2020, 3, 8, 3, 10904
10, 1, 2020, 3, 8, 4, 423
10, 1, 2020, 3, 8, 5, 12326
10, 1, 2020, 3, 8, 6, 6859
10, 1, 2020, 3, 8, 7, 1548
10, 1, 2020, 3, 8, 8, 5731
10, 1, 2020, 3, 9, 2, 49989
10, 1, 2020, 3, 9, 3, 26220
10, 1, 2020, 3, 9, 4, 1276
10, 1, 2020, 3, 9, 5, 3428
10, 1, 2020, 3, 9, 6, 4023
10, 1, 2020, 3, 9, 7, 2103
10, 1, 2020, 3, 9, 8, 6406
10, 1, 2020, 3, 10, 1, 485
10, 1, 2020, 3, 10, 2, 47530
10, 1, 2020, 3, 10, 3, 11934
10, 1, 2020, 3, 10, 4, 1570
10, 1, 2020, 3, 10, 5, 4140
10, 1, 2020, 3, 10, 6, 5959
10, 1, 2020, 3, 10, 7, 2302
10, 1, 2020, 3, 10, 8, 6140
10, 1, 2020, 3, 11, 1, 446
10, 1, 2020, 3, 11, 2, 55889
10, 1, 2020, 3, 11, 3, 20670
10, 1, 2020, 3, 11, 4, 1475
10, 1, 2020, 3, 11, 5, 5145
10, 1, 2020, 3, 11, 6, 8386
10, 1, 2020, 3, 11, 7, 1306
10, 1, 2020, 3, 11, 8, 3370
10, 1, 2020, 3, 12, 1, 1141
10, 1, 2020, 3, 12, 2, 47686
10, 1, 2020, 3, 12, 3, 21892
10, 1, 2020, 3, 12, 4, 1252
10, 1, 2020, 3, 12, 5, 5222
10, 1, 2020, 3, 12, 6, 4608
10, 1, 2020, 3, 12, 7, 7069
10, 1, 2020, 3, 12, 8, 2857
10, 1, 2020, 3, 13, 2, 46676
10, 1, 2020, 3, 13, 3, 7649
10, 1, 2020, 3, 13, 4, 446
10, 1, 2020, 3, 13, 5, 4436
10, 1, 2020, 3, 13, 6, 5555
10, 1, 2020, 3, 13, 7, 1034
10, 1, 2020, 3, 13, 8, 6757
10, 1, 2020, 3, 14, 1, 2358
10, 1, 2020, 3, 14, 2, 50160
10, 1, 2020, 3, 14, 3, 22438
10, 1, 2020, 3, 14, 4, 3238
10, 1, 2020, 3, 14, 5, 3973
10, 1, 2020, 3, 14, 6, 7358
10, 1, 2020, 3, 14, 7, 2757
10, 1, 2020, 3, 14, 8, 3507
10, 1, 2020, 3, 15, 2, 42502
10, 1, 2020, 3, 15, 3, 22256
10, 1, 2020, 3, 15, 4, 475
10, 1, 2020, 3, 15, 5, 551
10, 1, 2020, 3, 15, 6, 10426
10, 1, 2020, 3, 15, 7, 1332
10, 1, 2020, 3, 15, 8, 3584
10, 1, 2020, 3, 16, 2, 55769
10, 1, 2020, 3, 16, 3, 23749
10, 1, 2020, 3, 16, 4, 914
10, 1, 2020, 3, 16, 5, 2027
10, 1, 2020, 3, 16, 6, 9944
10, 1, 2020, 3, 16, 7, 9567
10, 1, 2020, 3, 16, 8, 5473
10, 1, 2020, 3, 17, 2, 42525
10, 1, 2020, 3, 17, 3, 22398
10, 1, 2020, 3, 17, 4, 241
10, 1, 2020, 3, 17, 5, 1699
10, 1, 2020, 3, 17, 6, 3821
10, 1, 2020, 3, 17, 7, 550
10, 1, 2020, 3, 17, 8, 7472
10, 1, 2020, 3, 18, 2, 56073
10, 1, 2020, 3, 18, 3, 9803
10, 1, 2020, 3, 18, 5, 450
10, 1, 2020, 3, 18, 6, 9017
10, 1, 2020, 3, 18, 7, 2568
10, 1, 2020, 3, 18, 8, 4981
10, 1, 2020, 3, 19, 2, 43785
10, 1, 2020, 3, 19, 3, 14258
10, 1, 2020, 3, 19, 5, 1392
10, 1, 2020, 3, 19, 6, 4461
10, 1, 2020, 3, 19, 7, 3970
10, 1, 2020, 3, 19, 8, 4136
10, 1, 2020, 3, 20, 1, 889
10, 1, 2020, 3, 20, 2, 24970
10, 1, 2020, 3, 20, 3, 12108
10, 1, 2020, 3, 20, 5, 1348
10, 1, 2020, 3, 20, 6, 4770
10, 1, 2020, 3, 20, 7, 1688
10, 1, 2020, 3, 20, 8, 2967
10, 1, 2020, 3, 21, 2, 28286
10, 1, 2020, 3, 21, 3, 11208
10, 1, 2020, 3, 21, 4, 276
10, 1, 2020, 3, 21, 5, 1005
10, 1, 2020, 3, 21, 6, 3782
10, 1, 2020, 3, 21, 7, 518
10, 1, 2020, 3, 21, 8, 2491
10, 1, 2020, 3, 22, 2, 28691
10, 1, 2020, 3, 22, 3, 9123
10, 1, 2020, 3, 22, 4, 205
10, 1, 2020, 3, 22, 6, 7152
10, 1, 2020, 3, 22, 7, 1907
10, 1, 2020, 3, 22, 8, 951
10, 1, 2020, 3, 23, 2, 19615
10, 1, 2020, 3, 23, 3, 9566
10, 1, 2020, 3, 23, 4, 223
10, 1, 2020, 3, 23, 5, 949
10, 1, 2020, 3, 23, 6, 1703
10, 1, 2020, 3, 23, 7, 1076
10, 1, 2020, 3, 23, 8, 2241
10, 1, 2020, 3, 24, 2, 13532
10, 1, 2020, 3, 24, 3, 9614
10, 1, 2020, 3, 24, 5, 1201
10, 1, 2020, 3, 24, 6, 4341
10, 1, 2020, 3, 24, 7, 282
10, 1, 2020, 3, 24, 8, 287
10, 1, 2020, 3, 25, 2, 13399
10, 1, 2020, 3, 25, 3, 2685
10, 1, 2020, 3, 25, 5, 301
10, 1, 2020, 3, 25, 6, 1050
10, 1, 2020, 3, 26, 2, 6017
10, 1, 2020, 3, 26, 3, 5610
10, 1, 2020, 3, 26, 4, 596
10, 1, 2020, 3, 26, 6, 2075
10, 1, 2020, 3, 26, 8, 697
10, 1, 2020, 3, 27, 2, 4620
10, 1, 2020, 3, 27, 3, 1160
10, 1, 2020, 3, 27, 4, 223
10, 1, 2020, 3, 27, 6, 450
10, 1, 2020, 3, 27, 7, 269
10, 1, 2020, 3, 27, 8, 739
10, 1, 2020, 3, 28, 2, 2690
10, 1, 2020, 3, 28, 3, 1906
10, 1, 2020, 3, 29, 2, 1707
10, 1, 2020, 3, 29, 6, 862
10, 1, 2020, 4, 0, 2, 2324
10, 1, 2020, 4, 0, 4, 3503
10, 1, 2020, 4, 0, 8, 1492
10, 1, 2020, 4, 1, 2, 55405
10, 1, 2020, 4, 1, 3, 8986
10, 1, 2020, 4, 1, 4, 99956
10, 1, 2020, 4, 1, 5, 3225
10, 1, 2020, 4, 1, 6, 3744
10, 1, 2020, 4, 1, 7, 3805
10, 1, 2020, 4, 1, 8, 6294
10, 1, 2020, 4, 2, 2, 51691
10, 1, 2020, 4, 2, 3, 5889
10, 1, 2020, 4, 2, 4, 488
10, 1, 2020, 4, 2, 6, 207
10, 1, 2020, 4, 2, 7, 5589
10, 1, 2020, 4, 2, 8, 7582
10, 1, 2020, 4, 3, 2, 87090
10, 1, 2020, 4, 3, 3, 6977
10, 1, 2020, 4, 3, 5, 3077
10, 1, 2020, 4, 3, 6, 3728
10, 1, 2020, 4, 3, 7, 2802
10, 1, 2020, 4, 3, 8, 1828
10, 1, 2020, 4, 4, 2, 78517
10, 1, 2020, 4, 4, 3, 19429
10, 1, 2020, 4, 4, 4, 545
10, 1, 2020, 4, 4, 5, 3048
10, 1, 2020, 4, 4, 6, 1256
10, 1, 2020, 4, 4, 7, 1131
10, 1, 2020, 4, 4, 8, 4141
10, 1, 2020, 4, 5, 2, 97719
10, 1, 2020, 4, 5, 3, 23392
10, 1, 2020, 4, 5, 5, 1248
10, 1, 2020, 4, 5, 6, 320
10, 1, 2020, 4, 5, 7, 2904
10, 1, 2020, 4, 5, 8, 4631
10, 1, 2020, 4, 6, 2, 92061
10, 1, 2020, 4, 6, 3, 22737
10, 1, 2020, 4, 6, 5, 241
10, 1, 2020, 4, 6, 6, 3364
10, 1, 2020, 4, 6, 7, 3768
10, 1, 2020, 4, 6, 8, 4158
10, 1, 2020, 4, 7, 2, 98249
10, 1, 2020, 4, 7, 3, 18330
10, 1, 2020, 4, 7, 4, 918
10, 1, 2020, 4, 7, 5, 1510
10, 1, 2020, 4, 7, 6, 3451
10, 1, 2020, 4, 7, 7, 1808
10, 1, 2020, 4, 7, 8, 7229
10, 1, 2020, 4, 8, 2, 89341
10, 1, 2020, 4, 8, 3, 45368
10, 1, 2020, 4, 8, 4, 2487
10, 1, 2020, 4, 8, 5, 3988
10, 1, 2020, 4, 8, 6, 3091
10, 1, 2020, 4, 8, 7, 4335
10, 1, 2020, 4, 8, 8, 5340
10, 1, 2020, 4, 9, 2, 95370
10, 1, 2020, 4, 9, 3, 45377
10, 1, 2020, 4, 9, 5, 1054
10, 1, 2020, 4, 9, 6, 4040
10, 1, 2020, 4, 9, 7, 8146
10, 1, 2020, 4, 9, 8, 6119
10, 1, 2020, 4, 10, 2, 93532
10, 1, 2020, 4, 10, 3, 25828
10, 1, 2020, 4, 10, 6, 2438
10, 1, 2020, 4, 10, 7, 2929
10, 1, 2020, 4, 10, 8, 5805
10, 1, 2020, 4, 11, 2, 105162
10, 1, 2020, 4, 11, 3, 27091
10, 1, 2020, 4, 11, 5, 1855
10, 1, 2020, 4, 11, 6, 4519
10, 1, 2020, 4, 11, 7, 1793
10, 1, 2020, 4, 11, 8, 7703
10, 1, 2020, 4, 12, 2, 105627
10, 1, 2020, 4, 12, 3, 32322
10, 1, 2020, 4, 12, 5, 3636
10, 1, 2020, 4, 12, 6, 9485
10, 1, 2020, 4, 12, 7, 2101
10, 1, 2020, 4, 12, 8, 7511
10, 1, 2020, 4, 13, 2, 113294
10, 1, 2020, 4, 13, 3, 35061
10, 1, 2020, 4, 13, 5, 1865
10, 1, 2020, 4, 13, 6, 1080
10, 1, 2020, 4, 13, 7, 577
10, 1, 2020, 4, 13, 8, 5310
10, 1, 2020, 4, 14, 2, 92788
10, 1, 2020, 4, 14, 3, 34635
10, 1, 2020, 4, 14, 6, 4526
10, 1, 2020, 4, 14, 7, 8535
10, 1, 2020, 4, 14, 8, 6219
10, 1, 2020, 4, 15, 2, 93150
10, 1, 2020, 4, 15, 3, 36356
10, 1, 2020, 4, 15, 5, 1687
10, 1, 2020, 4, 15, 6, 2523
10, 1, 2020, 4, 15, 7, 6385
10, 1, 2020, 4, 15, 8, 6368
10, 1, 2020, 4, 16, 2, 83161
10, 1, 2020, 4, 16, 3, 39347
10, 1, 2020, 4, 16, 6, 7399
10, 1, 2020, 4, 16, 7, 1830
10, 1, 2020, 4, 16, 8, 7216
10, 1, 2020, 4, 17, 2, 86385
10, 1, 2020, 4, 17, 3, 39621
10, 1, 2020, 4, 17, 5, 568
10, 1, 2020, 4, 17, 6, 4263
10, 1, 2020, 4, 17, 7, 2117
10, 1, 2020, 4, 17, 8, 2844
10, 1, 2020, 4, 18, 2, 86063
10, 1, 2020, 4, 18, 3, 37096
10, 1, 2020, 4, 18, 6, 3975
10, 1, 2020, 4, 18, 7, 2806
10, 1, 2020, 4, 18, 8, 2230
10, 1, 2020, 4, 19, 2, 75136
10, 1, 2020, 4, 19, 3, 35561
10, 1, 2020, 4, 19, 5, 951
10, 1, 2020, 4, 19, 6, 4414
10, 1, 2020, 4, 19, 7, 2536
10, 1, 2020, 4, 19, 8, 3515
10, 1, 2020, 4, 20, 2, 55876
10, 1, 2020, 4, 20, 3, 30646
10, 1, 2020, 4, 20, 5, 1568
10, 1, 2020, 4, 20, 6, 1411
10, 1, 2020, 4, 20, 7, 2194
10, 1, 2020, 4, 20, 8, 1938
10, 1, 2020, 4, 21, 2, 61795
10, 1, 2020, 4, 21, 3, 27312
10, 1, 2020, 4, 21, 5, 328
10, 1, 2020, 4, 21, 6, 3759
10, 1, 2020, 4, 21, 7, 1098
10, 1, 2020, 4, 21, 8, 5116
10, 1, 2020, 4, 22, 2, 36605
10, 1, 2020, 4, 22, 3, 21854
10, 1, 2020, 4, 22, 5, 1247
10, 1, 2020, 4, 22, 6, 4637
10, 1, 2020, 4, 22, 7, 2225
10, 1, 2020, 4, 22, 8, 4561
10, 1, 2020, 4, 23, 2, 38374
10, 1, 2020, 4, 23, 3, 15899
10, 1, 2020, 4, 23, 5, 279
10, 1, 2020, 4, 23, 6, 459
10, 1, 2020, 4, 23, 7, 1060
10, 1, 2020, 4, 23, 8, 1756
10, 1, 2020, 4, 24, 2, 29990
10, 1, 2020, 4, 24, 3, 8430
10, 1, 2020, 4, 24, 6, 1460
10, 1, 2020, 4, 24, 7, 1094
10, 1, 2020, 4, 24, 8, 2026
10, 1, 2020, 4, 25, 2, 13674
10, 1, 2020, 4, 25, 3, 12950
10, 1, 2020, 4, 25, 5, 249
10, 1, 2020, 4, 25, 6, 2470
10, 1, 2020, 4, 25, 8, 551
10, 1, 2020, 4, 26, 2, 15624
10, 1, 2020, 4, 26, 3, 4994
10, 1, 2020, 4, 26, 6, 281
10, 1, 2020, 4, 26, 7, 271
10, 1, 2020, 4, 26, 8, 653
10, 1, 2020, 4, 27, 2, 11074
10, 1, 2020, 4, 27, 3, 2749
10, 1, 2020, 4, 27, 6, 301
10, 1, 2020, 4, 27, 7, 587
10, 1, 2020, 4, 28, 2, 2008
10, 1, 2020, 4, 28, 3, 4561
10, 1, 2020, 4, 28, 5, 232
10, 1, 2020, 4, 29, 3, 314
10, 1, 2020, 4, 29, 6, 1423
10, 1, 2020, 4, 30, 2, 323
10, 1, 2020, 5, 0, 4, 1207
10, 1, 2020, 5, 1, 1, 355
10, 1, 2020, 5, 1, 2, 47306
10, 1, 2020, 5, 1, 3, 14190
10, 1, 2020, 5, 1, 4, 107572
10, 1, 2020, 5, 1, 5, 4554
10, 1, 2020, 5, 1, 6, 4092
10, 1, 2020, 5, 1, 7, 9210
10, 1, 2020, 5, 1, 8, 3357
10, 1, 2020, 5, 2, 1, 536
10, 1, 2020, 5, 2, 2, 38221
10, 1, 2020, 5, 2, 3, 8184
10, 1, 2020, 5, 2, 4, 4705
10, 1, 2020, 5, 2, 5, 3359
10, 1, 2020, 5, 2, 6, 4909
10, 1, 2020, 5, 2, 7, 2822
10, 1, 2020, 5, 3, 1, 166
10, 1, 2020, 5, 3, 2, 28263
10, 1, 2020, 5, 3, 3, 8264
10, 1, 2020, 5, 3, 4, 3647
10, 1, 2020, 5, 3, 5, 2220
10, 1, 2020, 5, 3, 6, 1694
10, 1, 2020, 5, 3, 7, 446
10, 1, 2020, 5, 3, 8, 4191
10, 1, 2020, 5, 4, 2, 22488
10, 1, 2020, 5, 4, 3, 19701
10, 1, 2020, 5, 4, 5, 2119
10, 1, 2020, 5, 4, 6, 2434
10, 1, 2020, 5, 4, 7, 987
10, 1, 2020, 5, 4, 8, 299
10, 1, 2020, 5, 5, 2, 38924
10, 1, 2020, 5, 5, 3, 13223
10, 1, 2020, 5, 5, 5, 538
10, 1, 2020, 5, 5, 6, 1191
10, 1, 2020, 5, 5, 7, 1216
10, 1, 2020, 5, 5, 8, 1633
10, 1, 2020, 5, 6, 2, 46280
10, 1, 2020, 5, 6, 3, 15984
10, 1, 2020, 5, 6, 5, 1274
10, 1, 2020, 5, 6, 6, 1234
10, 1, 2020, 5, 6, 7, 1076
10, 1, 2020, 5, 6, 8, 1694
10, 1, 2020, 5, 7, 2, 33656
10, 1, 2020, 5, 7, 3, 19172
10, 1, 2020, 5, 7, 5, 1330
10, 1, 2020, 5, 7, 6, 2773
10, 1, 2020, 5, 7, 7, 993
10, 1, 2020, 5, 7, 8, 2308
10, 1, 2020, 5, 8, 2, 30710
10, 1, 2020, 5, 8, 3, 12025
10, 1, 2020, 5, 8, 4, 475
10, 1, 2020, 5, 8, 5, 2188
10, 1, 2020, 5, 8, 6, 2705
10, 1, 2020, 5, 8, 8, 2136
10, 1, 2020, 5, 9, 2, 39326
10, 1, 2020, 5, 9, 3, 13335
10, 1, 2020, 5, 9, 4, 721
10, 1, 2020, 5, 9, 5, 1251
10, 1, 2020, 5, 9, 6, 3701
10, 1, 2020, 5, 9, 7, 2050
10, 1, 2020, 5, 9, 8, 4040
10, 1, 2020, 5, 10, 2, 39042
10, 1, 2020, 5, 10, 3, 11111
10, 1, 2020, 5, 10, 4, 444
10, 1, 2020, 5, 10, 5, 577
10, 1, 2020, 5, 10, 6, 2385
10, 1, 2020, 5, 10, 7, 435
10, 1, 2020, 5, 10, 8, 485
10, 1, 2020, 5, 11, 2, 28639
10, 1, 2020, 5, 11, 3, 15454
10, 1, 2020, 5, 11, 4, 748
10, 1, 2020, 5, 11, 5, 2850
10, 1, 2020, 5, 11, 6, 1493
10, 1, 2020, 5, 11, 7, 4113
10, 1, 2020, 5, 11, 8, 2345
10, 1, 2020, 5, 12, 2, 46773
10, 1, 2020, 5, 12, 3, 18743
10, 1, 2020, 5, 12, 4, 832
10, 1, 2020, 5, 12, 5, 485
10, 1, 2020, 5, 12, 6, 519
10, 1, 2020, 5, 12, 7, 186
10, 1, 2020, 5, 12, 8, 1416
10, 1, 2020, 5, 13, 1, 204
10, 1, 2020, 5, 13, 2, 39752
10, 1, 2020, 5, 13, 3, 24388
10, 1, 2020, 5, 13, 5, 4948
10, 1, 2020, 5, 13, 6, 844
10, 1, 2020, 5, 13, 7, 2091
10, 1, 2020, 5, 13, 8, 1017
10, 1, 2020, 5, 14, 2, 30566
10, 1, 2020, 5, 14, 3, 17666
10, 1, 2020, 5, 14, 5, 506
10, 1, 2020, 5, 14, 6, 2662
10, 1, 2020, 5, 14, 7, 2295
10, 1, 2020, 5, 14, 8, 1749
10, 1, 2020, 5, 15, 2, 28047
10, 1, 2020, 5, 15, 3, 13863
10, 1, 2020, 5, 15, 4, 446
10, 1, 2020, 5, 15, 5, 473
10, 1, 2020, 5, 15, 6, 908
10, 1, 2020, 5, 15, 7, 2298
10, 1, 2020, 5, 15, 8, 512
10, 1, 2020, 5, 16, 2, 37830
10, 1, 2020, 5, 16, 3, 17089
10, 1, 2020, 5, 16, 5, 766
10, 1, 2020, 5, 16, 6, 2253
10, 1, 2020, 5, 16, 7, 1421
10, 1, 2020, 5, 16, 8, 3880
10, 1, 2020, 5, 17, 2, 34941
10, 1, 2020, 5, 17, 3, 12362
10, 1, 2020, 5, 17, 5, 593
10, 1, 2020, 5, 17, 6, 4237
10, 1, 2020, 5, 17, 7, 1667
10, 1, 2020, 5, 17, 8, 1270
10, 1, 2020, 5, 18, 2, 27416
10, 1, 2020, 5, 18, 3, 9020
10, 1, 2020, 5, 18, 4, 4724
10, 1, 2020, 5, 18, 5, 828
10, 1, 2020, 5, 18, 6, 3251
10, 1, 2020, 5, 18, 7, 814
10, 1, 2020, 5, 18, 8, 1546
10, 1, 2020, 5, 19, 2, 24205
10, 1, 2020, 5, 19, 3, 9269
10, 1, 2020, 5, 19, 4, 443
10, 1, 2020, 5, 19, 5, 296
10, 1, 2020, 5, 19, 6, 2986
10, 1, 2020, 5, 19, 7, 1953
10, 1, 2020, 5, 19, 8, 1995
10, 1, 2020, 5, 20, 2, 27376
10, 1, 2020, 5, 20, 3, 12326
10, 1, 2020, 5, 20, 4, 1346
10, 1, 2020, 5, 20, 6, 774
10, 1, 2020, 5, 20, 7, 2010
10, 1, 2020, 5, 20, 8, 1506
10, 1, 2020, 5, 21, 2, 22488
10, 1, 2020, 5, 21, 3, 6403
10, 1, 2020, 5, 21, 4, 409
10, 1, 2020, 5, 21, 5, 532
10, 1, 2020, 5, 21, 6, 2119
10, 1, 2020, 5, 21, 7, 4548
10, 1, 2020, 5, 21, 8, 1176
10, 1, 2020, 5, 22, 2, 18196
10, 1, 2020, 5, 22, 3, 6985
10, 1, 2020, 5, 22, 4, 308
10, 1, 2020, 5, 22, 5, 627
10, 1, 2020, 5, 22, 6, 2923
10, 1, 2020, 5, 22, 7, 492
10, 1, 2020, 5, 22, 8, 1987
10, 1, 2020, 5, 23, 2, 18321
10, 1, 2020, 5, 23, 3, 5686
10, 1, 2020, 5, 23, 4, 453
10, 1, 2020, 5, 23, 5, 577
10, 1, 2020, 5, 23, 6, 2431
10, 1, 2020, 5, 23, 7, 284
10, 1, 2020, 5, 23, 8, 282
10, 1, 2020, 5, 24, 2, 16250
10, 1, 2020, 5, 24, 3, 8975
10, 1, 2020, 5, 24, 4, 357
10, 1, 2020, 5, 24, 5, 354
10, 1, 2020, 5, 24, 6, 1969
10, 1, 2020, 5, 24, 7, 789
10, 1, 2020, 5, 24, 8, 284
10, 1, 2020, 5, 25, 1, 212
10, 1, 2020, 5, 25, 2, 7343
10, 1, 2020, 5, 25, 3, 5452
10, 1, 2020, 5, 25, 6, 837
10, 1, 2020, 5, 25, 7, 1601
10, 1, 2020, 5, 25, 8, 973
10, 1, 2020, 5, 26, 2, 5731
10, 1, 2020, 5, 26, 3, 837
10, 1, 2020, 5, 26, 4, 427
10, 1, 2020, 5, 26, 5, 324
10, 1, 2020, 5, 26, 7, 514
10, 1, 2020, 5, 27, 2, 2391
10, 1, 2020, 5, 27, 3, 1969
10, 1, 2020, 5, 27, 5, 249
10, 1, 2020, 5, 27, 8, 834
10, 1, 2020, 5, 28, 2, 4172
10, 1, 2020, 5, 28, 3, 281
10, 1, 2020, 5, 28, 7, 322
10, 1, 2020, 5, 29, 2, 751
10, 1, 2020, 5, 30, 2, 323
10, 1, 2020, 5, 31, 2, 952
10, 1, 2020, 6, 0, 2, 577
10, 1, 2020, 6, 0, 4, 539
10, 1, 2020, 6, 1, 1, 521
10, 1, 2020, 6, 1, 2, 31159
10, 1, 2020, 6, 1, 3, 4494
10, 1, 2020, 6, 1, 4, 95688
10, 1, 2020, 6, 1, 5, 1705
10, 1, 2020, 6, 1, 6, 1068
10, 1, 2020, 6, 1, 7, 8728
10, 1, 2020, 6, 1, 8, 3179
10, 1, 2020, 6, 2, 2, 28533
10, 1, 2020, 6, 2, 3, 5681
10, 1, 2020, 6, 2, 4, 6291
10, 1, 2020, 6, 2, 6, 819
10, 1, 2020, 6, 2, 7, 3814
10, 1, 2020, 6, 2, 8, 1367
10, 1, 2020, 6, 3, 2, 26272
10, 1, 2020, 6, 3, 3, 8303
10, 1, 2020, 6, 3, 4, 888
10, 1, 2020, 6, 3, 5, 538
10, 1, 2020, 6, 3, 6, 1776
10, 1, 2020, 6, 3, 7, 1764
10, 1, 2020, 6, 3, 8, 3180
10, 1, 2020, 6, 4, 2, 25985
10, 1, 2020, 6, 4, 3, 10544
10, 1, 2020, 6, 4, 4, 1487
10, 1, 2020, 6, 4, 6, 3359
10, 1, 2020, 6, 4, 7, 1617
10, 1, 2020, 6, 4, 8, 2628
10, 1, 2020, 6, 5, 2, 23886
10, 1, 2020, 6, 5, 3, 12673
10, 1, 2020, 6, 5, 5, 1062
10, 1, 2020, 6, 5, 6, 1717
10, 1, 2020, 6, 5, 7, 1612
10, 1, 2020, 6, 5, 8, 3898
10, 1, 2020, 6, 6, 1, 437
10, 1, 2020, 6, 6, 2, 36010
10, 1, 2020, 6, 6, 3, 14375
